course_name,lecture_name,review_rating,review_comment
"Data Literacy","The ETL Process",5,Excellent
"Data Literacy","The ETL Process",4,"very good. 
your slids are very nice. How can I prepare the slides so beautifully?"
"Data Literacy","The ETL Process",4,"Can we have short quiz after each video?
"
"Data Literacy","Recall and Precision",4,"Good but i think had less practice tests than the intro to data one, and could go a bit more in depth in the models accuracy chapters. Although i realise that could slightly deviate of its main purpose."
"Data Literacy","Reading Data",4,"the content of the course is excellent but some examples are not suitable for Arab and Muslims especially.
"
"Data Literacy","The ETL Process",4,good
"Data Literacy","Recall and Precision",4,Informative
"Data Literacy","The ETL Process",4,"This course learn the key notions for understand Data science."
"Data Literacy","Reading Data",4,"It is main course to understand all the buzz words in Data Science world. After complete the course you will be able to define each vocabulary in right way "
"Data Literacy","The ETL Process",4,"Very informative"
"Data Literacy","Recall and Precision",4,"theoritical is very nice, best of key points"
"Data Literacy","Reading Data",4,"I am at about 60% of the course and enjoy how all industry jargon is explained with clarity. This course also provides a picture of how things fit together by the logical ordering of subjects."
"Data Literacy","The ETL Process",4,good
"Data Literacy","Recall and Precision",4,"Good overview of concepts."
"Data Literacy","Recall and Precision",4,Good
"Data Literacy","The ETL Process",4,good
"Data Literacy","The ETL Process",4,great
"Data Literacy","Recall and Precision",4,"Data literacy is almost like a recap to data strategy and lays the foundation for statistics later on. I do wish the class had captions, but I think it turned out alright in the end. Thanks for the great content!"
"Data Literacy","The ETL Process",4,
"Data Literacy","Recall and Precision",3,"The resources could have been more elaborative containing the minute/subparts of the content, especially for the statistical terms, i.e. its tough to keep the statistical terminologies intact in the head without lecture notes."
"Data Literacy","The ETL Process",3,"I feel he's glossing over things that are important to the ethics of data, i.e. suggesting that veracity isn't important to bid data or only briefly mentioning the job of verifying and validating data.

Ethics in data is really important, and it needs to be taught to all individuals pursuing any career that uses data."
"Data Literacy","The ETL Process",3,"Data types like Nominal, Ordinal, Interval, Ratio should have better elaboration and examples. There should be relevant tests/questions interspersed between modules so that the student feels confident that s/he is able to understand correctly "
"Data Literacy","Recall and Precision",3,"quiz questions are missing. too many theory, it should be  accompanied by additional tasks"
"Data Literacy","The ETL Process",3,"Should have more frequent quizzes and help users solidify their knowledge like the course Introduction to Data and Data Science."
"Data Literacy","Recall and Precision",3,"I don't feel confident that the data terms and concepts in the course are sufficient to perform in a modern business setting."
"Data Literacy","The ETL Process",3,"Not enough challenges and real-life applications, some modules had fried vocals which made it hard to listen to."
"Data Literacy","Reading Data",3,"Too hard for beginners because the lectures are more like theory based and technical jargons rather than simple explanations with real world examples, the examples given are only overviews"
"Data Literacy","Reading Data",3,"I think the course needs to be more practical even if there's an Excel sheet shared on the resources but we didn't apply it through the course "
"Data Literacy","Recall and Precision",3,"I found the first modules easier to follow. The last part was quite heavy for someone who is quite new to this field."
"Data Preprocessing with NumPy",Indexing,5,faantastic!!!
"Data Preprocessing with NumPy",Indexing,5,"very good
"
"Data Preprocessing with NumPy",Indexing,5,"excellent course
"
"Data Preprocessing with NumPy",Indexing,5,Fantastic!
"Data Preprocessing with NumPy","Completing the Dataset:",5,"The practical example was a fantastic way to showcase the applications of numpy, it greatly enhanced the course overall. "
"Data Preprocessing with NumPy",Indexing,5,"very excellent"
"Data Preprocessing with NumPy","Completing the Dataset:",5,"An excellent course that helps in my data science projects requiring data pre processing"
"Data Preprocessing with NumPy",Indexing,5,"well organized"
"Data Preprocessing with NumPy","Completing the Dataset:",5,"Excelent! All the concepts are very well described and explained."
"Data Preprocessing with NumPy","Completing the Dataset:",5,"The Course was very amazing"
"Data Preprocessing with NumPy",np.savetxt(),5,"Very informative and good examples"
"Data Preprocessing with NumPy","Completing the Dataset:",5,"Excellent course on Numpy, Highly recommend it."
"Data Preprocessing with NumPy",Indexing,5,
"Data Preprocessing with NumPy","Completing the Dataset:",5,"One of the most effective courses as it explains the concepts should be explained using clear case study."
"Data Preprocessing with NumPy",np.savetxt(),5,"the best lecture ever"
"Data Preprocessing with NumPy","Completing the Dataset:",5,"Excellent course"
"Data Preprocessing with NumPy",np.savetxt(),5,"Thank you for a comprehensive introduction to NumPy."
"Data Preprocessing with NumPy",Indexing,5,"i expecte good course but it was the best !"
"Data Preprocessing with NumPy",np.savetxt(),5,Amazing
"Data Preprocessing with NumPy","Completing the Dataset:",5,"Nice Teaching, Easy to understand, step by step process. thank a lot."
"Data Preprocessing with NumPy",Indexing,5,"follows a good flow "
"Data Preprocessing with NumPy",Indexing,5,"One of the best course of this platform. "
"Data Preprocessing with NumPy",Indexing,5,"great course till now "
"Data Preprocessing with NumPy","Completing the Dataset:",5,"Very useful information in a clean and structured curse. Thank you"
"Data Preprocessing with NumPy",np.savetxt(),5,"It's been a great course so far"
"Data Preprocessing with NumPy",Indexing,5,"very good"
"Data Preprocessing with NumPy","Completing the Dataset:",5,🤍💪
"Data Preprocessing with NumPy",Indexing,5,"So great explination"
"Data Preprocessing with NumPy","Completing the Dataset:",5,"This course is a fantastic and comprehensive tutorial for the NumPy package and includes many useful tidbits on data preprocessing techniques."
"Data Preprocessing with NumPy","Completing the Dataset:",5,fantastic!
"Data Preprocessing with NumPy","Completing the Dataset:",5,"A lot of valuable content has been packaged into this course. Thank you!"
"Data Preprocessing with NumPy",Indexing,5,good
"Data Preprocessing with NumPy",Indexing,5,"Very good for beginners level "
"Data Preprocessing with NumPy",Indexing,5,"EXCELLENT COURSE"
"Data Preprocessing with NumPy",np.savetxt(),5,"Great content, well organized learning material. "
"Data Preprocessing with NumPy","Completing the Dataset:",5,"It feels really complete. After doing this course, you will feel confident in your Python and Numpy skills. After this, you should be able to complete a project by yourself."
"Data Preprocessing with NumPy",Indexing,5,"perfect
"
"Data Preprocessing with NumPy",Indexing,5,
"Data Preprocessing with NumPy",np.savetxt(),5,nice
"Data Preprocessing with NumPy",np.savetxt(),5,nice
"Data Preprocessing with NumPy",Indexing,5,"Beautifully explained course"
"Data Preprocessing with NumPy","Completing the Dataset:",5,good
"Data Preprocessing with NumPy",Indexing,5,"Great explanation from the teacher"
"Data Preprocessing with NumPy","Completing the Dataset:",5,"Great pace. Excellent practical example"
"Data Preprocessing with NumPy","Completing the Dataset:",5,"This last section with the practical example is the cherry of the cake. It helps widen the conceptualization taught in the course, beyond common grounds. People have different way of learning and the more approach you offer, the better. 
I have had a short journey in Data Science, yet it is evident that practice plays a huge part on it. Such activity takes you from 0 to 100 and greatly increases your confidence in the subject.
Food for thought: I don't know how plausible it is, but if the same could be applied for the career track courses, where we could have all subjects wrapped up into a big work, that would be exceptional."
"Data Preprocessing with NumPy",Indexing,5,"I think the teacher explains it pretty well :D"
"Data Preprocessing with NumPy",Indexing,5,Amazing
"Data Preprocessing with NumPy","Completing the Dataset:",5,"Nice explaination"
"Data Preprocessing with NumPy",Indexing,5,"valuable intro into the numpy package"
"Data Preprocessing with NumPy",Indexing,5,"Great course, very good for deep understanding of numpy library."
"Data Preprocessing with NumPy",Indexing,5,Excellent!!!
"Data Preprocessing with NumPy","Completing the Dataset:",5,"This course was very comprehensive. It was tough and I'll probably review it again but gave a good overview of NumPy essentials for processing data."
"Data Preprocessing with NumPy",Indexing,5,"great course"
"Data Preprocessing with NumPy","Completing the Dataset:",5,"Great course fro NumPy, everything was explained into detail!"
"Data Preprocessing with NumPy",Indexing,5,"nice course"
"Data Preprocessing with NumPy",np.savetxt(),5,"Excellent "
"Data Preprocessing with NumPy","Completing the Dataset:",5,"great one"
"Data Preprocessing with NumPy",Indexing,5,"Very nice, Thank you!"
"Data Preprocessing with NumPy",np.savetxt(),5,"Great learning experience"
"Data Preprocessing with NumPy","Completing the Dataset:",5,Excellent!
"Data Preprocessing with NumPy",Indexing,5,excellent
"Data Preprocessing with NumPy",Indexing,5,"Great course with great explanations and exercises"
"Data Preprocessing with NumPy","Completing the Dataset:",5,"It's the best course I came onto yet. Shows everything straightforward, no humongous amounts of exercises like in an SQL course. Pretty thorough. Nice."
"Data Preprocessing with NumPy",Indexing,5,Amazing
"Data Preprocessing with NumPy","Completing the Dataset:",5,"Amazing course. Practical example project in the end was fantastic. Something I will definitely use to guide me when I try to do my own projects soon!"
"Data Preprocessing with NumPy",Indexing,5,good
"Data Preprocessing with NumPy",Indexing,4,"bit more easy then I have expected"
"Data Preprocessing with NumPy",Indexing,4,"Ok so far. "
"Data Preprocessing with NumPy",np.savetxt(),3,"Overall the course is good for beginners. Problems could be of different types. Random generator section has achieved the prize of worst section of the entire course. I barely could understand the section. The instructor just uses poisson, logistics etc. distributions and said we should have statistical knowledge for this. But he could just explain the trials, events, occurrences etc. to us rather than just showing some code. "
"Data Preprocessing with NumPy",np.savetxt(),3,"Many of the questions asked in Q&A sections are not having a reply from the instructor for months
Also, some of the videos have outdated information like that in section 5 [Generating Data with NumPy] "
"Data Strategy","Curating the most important data insights",5,"that was really good lessons "
"Data Strategy","Curating the most important data insights",5,good
"Data Strategy","Using data for good",5,"Great Course!"
"Data Strategy","Using data for good",5,"I enjoyed the course, this was extremely enlightening for me"
"Data Strategy","Using data to improve your business processes",5,"Absolutely interesting!"
"Data Strategy","Using data for good",5,Great
"Data Strategy","Curating the most important data insights",5,"it is a great course, the animation helps us to understand the meaning very well!"
"Data Strategy","Curating the most important data insights",5,
"Data Strategy","Using data to improve your business processes",5,"It is very important course. Very informative and also with rich content."
"Data Strategy","Using data for good",5,"I can see the course is simply a road map for anyone interesting to build data in the company and how to use it, challenges, skills requirements, it show that data analyst or data science is not one-man show "
"Data Strategy","Curating the most important data insights",5,"Love the level of detail and how clear the instructor explains everything. Very engaging."
"Data Strategy","Using data for good",5,"Boring and redundant "
"Data Strategy","Using data for good",5,"Excellent course "
"Data Strategy","Curating the most important data insights",5,"I am forever a fan..365 owns me"
"Data Strategy","Using data for good",5,"Amazing content. To the point explanation in very easy word. Short length of vedio so that student grab lecture material very easily. Apart from that everything is outstanding."
"Data Strategy","Using data for good",5,awesome
"Data Strategy","Curating the most important data insights",5,good
"Data Strategy","Curating the most important data insights",5,Nice
"Data Strategy","Curating the most important data insights",5,"its just too good , well explained , thank you"
"Data Strategy","Using data for good",5,Excellent
"Data Strategy","Curating the most important data insights",5,"Excelente al curso, me dió la posibilidad de ordenar las ideas con respecto a la importancia estratégica los datos, gracias!"
"Data Strategy","Curating the most important data insights",5,"It's excellent for me."
"Data Strategy","Curating the most important data insights",5,"lots of insights so far. As a Data collector and analyzer  its gonna go along way.  "
"Data Strategy","Curating the most important data insights",5,"Great "
"Data Strategy","Using data for good",5,"Bernard Marr! Legendary course! I am really excited to continue my journey! Thank you!"
"Data Strategy","Using data for good",5,Great
"Data Strategy","Using data for good",5,"This is a great course that take away from the tools and the theory of the world of data and take you to a higher ground in order to show you a glimpse of the bigger picture. Bernard Marr was great in this course."
"Data Strategy","Curating the most important data insights",5,"Awesome course, which I liked it very much! Thanks 365 Data Science for creating such a wonderful course for everyone! Keep it up!"
"Data Strategy","Curating the most important data insights",5,"I love the lessons are broken down and made easy to follow."
"Data Strategy","Curating the most important data insights",5,"Hello, my name is Julieta from Mozambique, I have no question just want to say thank you for all the knowledge you bring, it changed the way I see many things such a very good, high quality content, please keep up with the good work. I salut you and all the team of 365. I have discovered my new love - The Data world."
"Data Strategy","Curating the most important data insights",5,"As kiss as i wanted it to be :)"
"Data Strategy","Curating the most important data insights",5,"Excellent, exceeded my expectations!
This course is full of simple but very important Managerial insight."
"Data Strategy","Curating the most important data insights",5,"Very well structured and insightful."
"Data Strategy","Curating the most important data insights",5,"I like it"
"Data Strategy","Using data to improve your business processes",5,excellent
"Data Strategy","Curating the most important data insights",5,"Awesome and quite insightful "
"Data Strategy","Curating the most important data insights",5,"Very interesting  . I'm learning a lot"
"Data Strategy","Curating the most important data insights",5,"So far so good"
"Data Strategy","Curating the most important data insights",5,"loved it"
"Data Strategy","Curating the most important data insights",5,"excellent "
"Data Strategy","Using data to improve your business processes",5,"Beyond words, this course will teach you the power of Data and AI, how it impacts the real world, and how it makes impact to millions of people's lives. Thank you Bernard, for making this course, your experience and expertise is clearly showing through this course."
"Data Strategy","Using data for good",5,Awesome
"Data Strategy","Curating the most important data insights",5,"KBQ + self service + curated dashboards. Open questions + present to future. Key insights. Simple to useful. More you share more you gain. The data coffee excellent. "
"Data Strategy","Using data for good",5,"The foundation that is laid before one gets to learn and use data analysis/analytic systems is worthwhile. I have learned that a data scientist should have knowledge and focus on a companies value, strategies, goals, needs etc. With this one will be able to conduct analysis that provides insights to decision makers."
"Data Strategy","Using data for good",5,"Awesome! "
"Data Strategy","Using data to improve your business processes",5,Good
"Data Strategy","Using data for good",5,"Learned a lot, thank you"
"Data Strategy","Using data for good",5,Enlightening
"Data Strategy","Using data for good",5,"Amazing! Thank you!"
"Data Strategy","Curating the most important data insights",5,"Stupendous "
"Data Strategy","Curating the most important data insights",5,
"Data Strategy","Curating the most important data insights",5,Awesome
"Data Strategy","Curating the most important data insights",5,good
"Data Strategy","Curating the most important data insights",5,"It was great learning"
"Data Strategy","Curating the most important data insights",5,"good and easily understandable"
"Data Strategy","Curating the most important data insights",5,"Great 5*"
"Data Strategy","Using data for good",5,Excellent
"Data Strategy","Curating the most important data insights",5,"The course is pretty straight-froward."
"Data Strategy","Using data for good",5,"yes, it is great! described things in simple and easy way!"
"Data Strategy","Curating the most important data insights",5,"Interesting "
"Data Strategy","Curating the most important data insights",5,"Exellant "
"Data Strategy","Using data to improve your business processes",5,"Very insightful Course."
"Data Strategy","Curating the most important data insights",5,"very informatic"
"Data Strategy","Curating the most important data insights",5,GREAT
"Data Strategy","Using data for good",5,excellent
"Data Strategy","Using data to improve your business processes",5,"very helpful and detailed course "
"Data Strategy","Curating the most important data insights",5,Otima
"Data Strategy","Curating the most important data insights",5,"This is the most interesting course so far! The speaker is very engaging, likewise the content and the overall structure of the course. I guess it's because this course on Data Strategy is essentially a but more practical."
"Data Strategy","Curating the most important data insights",5,"Identified and clarified a number of data strategy issues that I have experienced myself and showed the how to address them"
"Data Strategy","Curating the most important data insights",5,
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Curating the most important data insights",5,"Good One"
"Data Strategy","Using data for good",5,ok
"Data Strategy","Curating the most important data insights",5,"too good these tips"
"Data Strategy","Curating the most important data insights",5,"Enjoying the content
"
"Data Strategy","Using data for good",5,"Very good, I would have liked to seen a little more content in "Processing Data" section. I would also like a somewhat deeper dive into common architectural patterns and methods such as ETL"
"Data Strategy","Curating the most important data insights",5,"Excellent job. Really it is beyond my expectation. Thanks"
"Data Strategy","Curating the most important data insights",5,"Complex information are explained in a clear and efficient way. Very well structured course. Strongly recommend. "
"Data Strategy","Using data for good",5,"Very good course. Realy good teacher."
"Data Strategy","Curating the most important data insights",5,"So far basic concepts for me, but I liked that I'm from Brazil and I managed to follow everything, even though I'm not fluent. Because the videos are short, didactic and the speech is clear."
"Data Strategy","Curating the most important data insights",5,Great!!!
"Data Strategy","Using data for good",5,"The segments are of suitable length and Bernard is a great teacher!"
"Data Strategy","Curating the most important data insights",5,"Very good information and quality animations! It would just help absorption to have key points repeated in quizzes partway through."
"Data Strategy","Curating the most important data insights",5,"good conceptual  course"
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Curating the most important data insights",5,"Very insightful. It teaches you to create open-minded solutions to business problems."
"Data Strategy","Curating the most important data insights",5,"Excellent "
"Data Strategy","Using data for good",5,"great course"
"Data Strategy","Curating the most important data insights",5,"awesome
"
"Data Strategy","Using data for good",5,"Great.Very insightful"
"Data Strategy","Curating the most important data insights",5,"very informative"
"Data Strategy","Curating the most important data insights",5,"Wow! Because it's more like I have been looking for this insight "
"Data Strategy","Curating the most important data insights",5,"crossing my expectations."
"Data Strategy","Curating the most important data insights",5,"Excellent "
"Data Strategy","Using data for good",5,"It was great session, I enjoyed the course"
"Data Strategy","Curating the most important data insights",5,"Very good explanation"
"Data Strategy","Curating the most important data insights",5,"This is a very informative  and useful topics for me. It can help me to have more success in the future of the business."
"Data Strategy","Curating the most important data insights",5,"excellent
"
"Data Strategy","Curating the most important data insights",5,"Great, with well explained topics so far"
"Data Strategy","Curating the most important data insights",5,"very helpful and insightfully"
"Data Strategy","Using data for good",5,"fantastic delivery, brought a human side to this learning process. thank you"
"Data Strategy","Curating the most important data insights",5,"impressed "
"Data Strategy","Curating the most important data insights",5,"the lecturer here is indeed an expert, thank you so much. "
"Data Strategy","Curating the most important data insights",5,"Well detailed, easy to understand and fun to learn "
"Data Strategy","Curating the most important data insights",5,"Excellent "
"Data Strategy","Curating the most important data insights",5,"Soo excited to learn more😍
"
"Data Strategy","Using data for good",5,"I got to learn the overall knowledge of the field and the course is taught by the top author - Bernard Marr. This is beyond my expectations. Thank you!"
"Data Strategy","Using data for good",5,"I loved the relevance and the examples shared."
"Data Strategy","Using data for good",5,"nice i proud on tutorial"
"Data Strategy","Curating the most important data insights",5,"Very good, i just need to know more about the jobs offered so i can use the knowledge i learned in them"
"Data Strategy","Using data for good",5,"It was very nice introductory Course"
"Data Strategy","Curating the most important data insights",5,"wow so cool "
"Data Strategy","Curating the most important data insights",5,good
"Data Strategy","Curating the most important data insights",5,"Excellent "
"Data Strategy","Curating the most important data insights",5,"Excellent "
"Data Strategy","Curating the most important data insights",5,"Amazing. Easy to digest."
"Data Strategy","Curating the most important data insights",5,Cool
"Data Strategy","Curating the most important data insights",5,perfect
"Data Strategy","Curating the most important data insights",5,
"Data Strategy","Curating the most important data insights",5,"Excellent "
"Data Strategy","Curating the most important data insights",5,"Good "
"Data Strategy","Curating the most important data insights",5,"Masterpiece "
"Data Strategy","Using data for good",5,
"Data Strategy","Using data to improve your business processes",5,"Great well explained "
"Data Strategy","Using data for good",5,
"Data Strategy","Curating the most important data insights",5,"LOVE IT"
"Data Strategy","Curating the most important data insights",5,n
"Data Strategy","Curating the most important data insights",5,excellent
"Data Strategy","Curating the most important data insights",5,"I like the expertise shared"
"Data Strategy","Curating the most important data insights",5,"excellent course"
"Data Strategy","Curating the most important data insights",5,"Course is great, but some more features to the website would make the learning easier like, the video title at the start of the video (not all videos come with the titles at the start), only the audio version of the videos, especially to repeat any video on the drive to work or for passive learning for a brush up and of course an easy to use mobile friendly app."
"Data Strategy","Curating the most important data insights",5,"it's been great so far."
"Data Strategy","Curating the most important data insights",5,EASY
"Data Strategy","Curating the most important data insights",5,"The course content and delivery is excellent. I only found out about it just 3 days ago. Pretty late for the free session. I hope I can cover enough before the free window is closed.
 It's Awesome 👌🏾 "
"Data Strategy","Curating the most important data insights",5,"good input but some are redundant. but overall is good still not boring"
"Data Strategy","Using data for good",5,"amazing course"
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Using data for good",5,"A course full of insights that really complements the Introduction to Data and Data Science course. Doesn't matter if you're interested in the data analyst or data scientist track; you will get invaluable knowledge from these lessons."
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Curating the most important data insights",5,
"Data Strategy","Curating the most important data insights",5,"Very informative, guided learners' well, like me"
"Data Strategy","Curating the most important data insights",5,prefect
"Data Strategy","Curating the most important data insights",5,"It's useful ☺️"
"Data Strategy","Using data for good",5,Good
"Data Strategy","Using data for good",5,"Very informative"
"Data Strategy","Using data for good",5,"Excellent "
"Data Strategy","Curating the most important data insights",5,Great
"Data Strategy","Curating the most important data insights",5,"It's interesting to know a different perspective for data science."
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Curating the most important data insights",5,Great
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Curating the most important data insights",5,"great insight"
"Data Strategy","Using data to improve your business processes",5,"Wow that's so well structured and one can easily follow "
"Data Strategy","Using data for good",5,Good
"Data Strategy","Curating the most important data insights",5,"Very beautiful I enjoy learning Thank you "
"Data Strategy","Using data for good",5,"Good  Explanation. This is really useful course to understand data strategy in modern data driven business  environment."
"Data Strategy","Curating the most important data insights",5,"Video lessons helped me understand the importance of data in the present time."
"Data Strategy","Curating the most important data insights",5,thanks
"Data Strategy","Curating the most important data insights",5,"excellent for this course"
"Data Strategy","Curating the most important data insights",5,"Excellent course with detailed explanation."
"Data Strategy","Curating the most important data insights",5,Educative
"Data Strategy","Curating the most important data insights",5,"Very educative and informative"
"Data Strategy","Using data to improve your business processes",5,"you're great guys and doing hard works. thank you so much! All love. From Saudi Arabia"
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Curating the most important data insights",5,"thank you so much"
"Data Strategy","Curating the most important data insights",5,perfect
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Using data for good",5,Great!
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Using data for good",5,"Best of the best"
"Data Strategy","Curating the most important data insights",5,"Very informative as this is exactly what I have always wanted to learn for the past over 5 years ago now! I just did not know how to explain it or who to ask, even less, where to go. I feel much more opened to the fact that I was not crazy and such courses do exist! "
"Data Strategy","Using data for good",5,"Huge amount of information and knowledge , thanks a lot :) "
"Data Strategy","Using data for good",5,
"Data Strategy","Using data for good",5,"This course was really beneficial to me, thank you 365 data science team:)"
"Data Strategy","Using data for good",5,excellent
"Data Strategy","Curating the most important data insights",5,"excellent

"
"Data Strategy","Curating the most important data insights",5,"Thanks ..."
"Data Strategy","Curating the most important data insights",5,Great!!!!!!!!!
"Data Strategy","Curating the most important data insights",5,"Excellent "
"Data Strategy","Curating the most important data insights",5,"Very goog for education levels & courses .. went are for the best ways."
"Data Strategy","Curating the most important data insights",5,"I like the visuals and how clear it is to understand. Maybe convert the videos to PowerPoint slides or pdf for easier access"
"Data Strategy","Using data for good",5,"Very helpful and insightful. The topics were well presented and help in better understanding."
"Data Strategy","Curating the most important data insights",5,Excellent!
"Data Strategy","Curating the most important data insights",5,"Insightful so far"
"Data Strategy","Curating the most important data insights",5,"i am really happy"
"Data Strategy","Curating the most important data insights",5,"It makes the student feel comfortable and confident that he/she will be the subject matter expert. "
"Data Strategy","Using data for good",5,"Good use case an examples"
"Data Strategy","Using data for good",5,100
"Data Strategy","Using data to improve your business processes",5,"its ok"
"Data Strategy","Curating the most important data insights",5,"Good balance of message and teaching time"
"Data Strategy","Curating the most important data insights",5,4.5
"Data Strategy","Curating the most important data insights",5,"Excellent "
"Data Strategy","Using data for good",5,good
"Data Strategy","Curating the most important data insights",5,"Thank you"
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Curating the most important data insights",5,"Perfect, excellent and understandable "
"Data Strategy","Using data for good",5,"I enjoyed the course and found it quite informative. As a Product Manager working with digital products (from a non-technical background), I am on a journey to become more data proficient. I believe that this course is a good first step."
"Data Strategy","Curating the most important data insights",5,great
"Data Strategy","Curating the most important data insights",5,"So goot lessons explain"
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Curating the most important data insights",5,"Excellent "
"Data Strategy","Curating the most important data insights",5,excellent
"Data Strategy","Curating the most important data insights",5,"Excellent and concise content"
"Data Strategy","Curating the most important data insights",5,"excellent "
"Data Strategy","Using data for good",5,ممتاز
"Data Strategy","Curating the most important data insights",5,"Excellent. Learnt so much
"
"Data Strategy","Using data to improve your business processes",5,great
"Data Strategy","Curating the most important data insights",5,"Excellent "
"Data Strategy","Curating the most important data insights",5,"It's lovely"
"Data Strategy","Curating the most important data insights",5,OK
"Data Strategy","Curating the most important data insights",5,great
"Data Strategy","Curating the most important data insights",5,"Very great "
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Using data to improve your business processes",5,"Insightful "
"Data Strategy","Curating the most important data insights",5,"It is clear, summarized, i wish if it converted to pdf file for reference."
"Data Strategy","Curating the most important data insights",5,"Excellent "
"Data Strategy","Curating the most important data insights",5,
"Data Strategy","Curating the most important data insights",5,4.5
"Data Strategy","Curating the most important data insights",5,"Very interesting course which well explained "
"Data Strategy","Curating the most important data insights",5,"It is interesting and eye-opening."
"Data Strategy","Using data for good",5,"Very good "
"Data Strategy","Curating the most important data insights",5,okay
"Data Strategy","Curating the most important data insights",5,"This is an excellent course. I really appreciate how it teaches one to combine strategic thinking and data activities."
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Using data for good",5,"This course was excellent, I found it engaging and incredibly informative."
"Data Strategy","Curating the most important data insights",5,good
"Data Strategy","Curating the most important data insights",5,"رائعة جدا جدا "
"Data Strategy","Curating the most important data insights",5,"I am enjoying this course. Love the flow and how each lesson expands and dives into the subject in a well organized way."
"Data Strategy","Curating the most important data insights",5,"Excellent Material & Support"
"Data Strategy","Using data for good",5,"goood bestie"
"Data Strategy","Curating the most important data insights",5,"Easy and simple to comprehend."
"Data Strategy","Using data for good",5,"I believe this course could be more concise, but it was very interesting and there were a few eye openers for me. Comprehensive course containing actionable steps to develop a data strategy for a business."
"Data Strategy","Curating the most important data insights",5,"Incredible insight, really enjoying this course."
"Data Strategy","Curating the most important data insights",5,"Great visuals and explanation of topics also with real-life examples made me understand the concepts really well !!! "
"Data Strategy","Curating the most important data insights",5,"I thoroughly enjoyed the course and look forward to the next lessons. "
"Data Strategy","Using data for good",5,"This course was full of valuable insights into the importance of data and how to take full advantage of data."
"Data Strategy","Curating the most important data insights",5,"WOW. IMPRESSIVE."
"Data Strategy","Curating the most important data insights",5,"Excellent "
"Data Strategy","Curating the most important data insights",5,"Very Good "
"Data Strategy","Curating the most important data insights",5,"Great "
"Data Strategy","Curating the most important data insights",5,great
"Data Strategy","Curating the most important data insights",5,"Great course, thought provoking, mind opening.. Gives good insights and understanding into the foundation of  data strategy."
"Data Strategy","Curating the most important data insights",5,"Very insightful and full of relatable illustration "
"Data Strategy","Curating the most important data insights",5,"Amazing, understandable lessons..love it "
"Data Strategy","Curating the most important data insights",5,"Refreshing and insightful"
"Data Strategy","Using data for good",5,"I think this should be mandatory for every career route. Very insightful and essential to get an idea of how data can and should be used for. Loved it."
"Data Strategy","Curating the most important data insights",5,"So far, so good!
=)"
"Data Strategy","Curating the most important data insights",5,Nice
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Curating the most important data insights",5,"well- crafted course"
"Data Strategy","Curating the most important data insights",5,Nice
"Data Strategy","Curating the most important data insights",5,"very interesting and using "
"Data Strategy","Using data for good",5,"very interested"
"Data Strategy","Curating the most important data insights",5,outstanding
"Data Strategy","Curating the most important data insights",5,"The explanation  for this course is well and short videos keep us to keep studying."
"Data Strategy","Curating the most important data insights",5,"great "
"Data Strategy","Using data for good",5,"It is an insightful course."
"Data Strategy","Curating the most important data insights",5,nice!
"Data Strategy","Curating the most important data insights",5,"100% best"
"Data Strategy","Curating the most important data insights",5,"Giving me a lot to think about in data-driven decision making."
"Data Strategy","Using data for good",5,"Such a pleasing experience to learn. He made complex issues look so easy. "
"Data Strategy","Using data for good",5,"Good course! Particular on the strategy part and how to setup use cases"
"Data Strategy","Curating the most important data insights",5,"nice
"
"Data Strategy","Curating the most important data insights",5,نعم
"Data Strategy","Curating the most important data insights",5,"Very engaging and really knows how to explain the concepts well. Good introductory course for everyone that works with data. "
"Data Strategy","Curating the most important data insights",5,"I need to see the videos again, also I find that useful. thanks a lot "
"Data Strategy","Curating the most important data insights",5,Excellent
"Data Strategy","Using data to improve your business processes",5,"Excellent "
"Data Strategy","Curating the most important data insights",5,"wow good lesson "
"Data Strategy","Using data for good",5,"IT WAS AN EXCELLENT COURSE IT EXCEEDED MY EXPECTATIONS "
"Data Strategy","Curating the most important data insights",5,"Clear and accessible information with good visualization."
"Data Strategy","Curating the most important data insights",5,"Excellent and grad"
"Data Strategy","Curating the most important data insights",5,"The topics are very informative and easy to understand."
"Data Strategy","Using data for good",5,awesome
"Data Strategy","Curating the most important data insights",5,"It is easy to understand and well structured"
"Data Strategy","Curating the most important data insights",5,GREAT
